CNPJ_FUNDO,DENOM_SOCIAL,DT_COMPTC,TP_APLIC,TP_ATIVO,QT_VENDA_NEGOC,VL_VENDA_NEGOC,QT_AQUIS_NEGOC,VL_AQUIS_NEGOC,QT_POS_FINAL,CD_ATIVO,VL_MERC_POS_FINAL,VL_CUSTO_POS_FINAL,DT_CONFID_APLIC,VL_venda,VL_compra,VL_compra_corrigido,saldo_acoes,lucro,valor_pos_acao,VL_compra_media
18.302.338/0001-63,ARTICA LONG TERM FUNDO DE INVESTIMENTO DE AÇÕES,2023-01-31,Ações,Ação ordinária,0.0,0.0,60500.0,153565.0,271000.0,IGTI3,731700.0,,2023-05-01,,2.5382644628099174,2.5382644628099174,60500.0,,2.7,2.5382644628099174
18.302.338/0001-63,ARTICA LONG TERM FUNDO DE INVESTIMENTO DE AÇÕES,2023-02-28,Ações,Ação ordinária,0.0,0.0,0.0,0.0,2.0,IGTI3,4.9,,2023-05-29,,,0.0,0.0,,2.45,
